# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-06-26 19:31:26 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11452500 CACHE C A YOLO CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11452500
#            TS   parameter     Description
#         15900       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	15900_00060	15900_00060_cd
USGS	11452500	2017-10-20 16:45	PDT	16.0	A
USGS	11452500	2017-10-20 17:00	PDT	18.7	A
USGS	11452500	2017-10-20 17:15	PDT	16.0	A
USGS	11452500	2017-10-20 17:30	PDT	16.5	A
USGS	11452500	2017-10-20 17:45	PDT	17.6	A
USGS	11452500	2017-10-20 18:00	PDT	18.2	A
USGS	11452500	2017-10-20 18:15	PDT	17.6	A
USGS	11452500	2017-10-20 18:30	PDT	16.5	A
USGS	11452500	2017-10-20 18:45	PDT	18.2	A
USGS	11452500	2017-10-20 19:00	PDT	18.7	A
USGS	11452500	2017-10-20 19:15	PDT	17.6	A
USGS	11452500	2017-10-20 19:30	PDT	18.7	A
USGS	11452500	2017-10-20 19:45	PDT	21.7	A
USGS	11452500	2017-10-20 20:00	PDT	21.1	A
USGS	11452500	2017-10-20 20:15	PDT	20.5	A
USGS	11452500	2017-10-20 20:30	PDT	21.7	A
USGS	11452500	2017-10-20 20:45	PDT	21.7	A
USGS	11452500	2017-10-20 21:00	PDT	21.7	A
USGS	11452500	2017-10-20 21:15	PDT	19.3	A
USGS	11452500	2017-10-20 21:30	PDT	22.3	A
USGS	11452500	2017-10-20 21:45	PDT	21.7	A
USGS	11452500	2017-10-20 22:00	PDT	20.5	A
USGS	11452500	2017-10-20 22:15	PDT	20.5	A
USGS	11452500	2017-10-20 22:30	PDT	20.5	A
USGS	11452500	2017-10-20 22:45	PDT	22.9	A
USGS	11452500	2017-10-20 23:00	PDT	20.5	A
USGS	11452500	2017-10-20 23:15	PDT	21.1	A
USGS	11452500	2017-10-20 23:30	PDT	17.6	A
USGS	11452500	2017-10-20 23:45	PDT	22.3	A
USGS	11452500	2017-10-21 00:00	PDT	16.5	A
USGS	11452500	2017-10-21 00:15	PDT	21.7	A
USGS	11452500	2017-10-21 00:30	PDT	21.1	A
USGS	11452500	2017-10-21 00:45	PDT	24.2	A
USGS	11452500	2017-10-21 01:00	PDT	21.7	A
USGS	11452500	2017-10-21 01:15	PDT	17.6	A
USGS	11452500	2017-10-21 01:30	PDT	18.2	A
USGS	11452500	2017-10-21 01:45	PDT	20.5	A
USGS	11452500	2017-10-21 02:00	PDT	22.9	A
USGS	11452500	2017-10-21 02:15	PDT	18.7	A
USGS	11452500	2017-10-21 02:30	PDT	21.1	A
USGS	11452500	2017-10-21 02:45	PDT	21.7	A
USGS	11452500	2017-10-21 03:00	PDT	21.7	A
USGS	11452500	2017-10-21 03:15	PDT	22.9	A
USGS	11452500	2017-10-21 03:30	PDT	21.7	A
USGS	11452500	2017-10-21 03:45	PDT	22.3	A
USGS	11452500	2017-10-21 04:00	PDT	21.7	A
USGS	11452500	2017-10-21 04:15	PDT	22.3	A
USGS	11452500	2017-10-21 04:30	PDT	22.9	A
USGS	11452500	2017-10-21 04:45	PDT	21.7	A
USGS	11452500	2017-10-21 05:00	PDT	22.9	A
USGS	11452500	2017-10-21 05:15	PDT	20.5	A
USGS	11452500	2017-10-21 05:30	PDT	21.7	A
USGS	11452500	2017-10-21 05:45	PDT	22.3	A
USGS	11452500	2017-10-21 06:00	PDT	22.3	A
USGS	11452500	2017-10-21 06:15	PDT	22.9	A
USGS	11452500	2017-10-21 06:30	PDT	22.3	A
USGS	11452500	2017-10-21 06:45	PDT	21.1	A
USGS	11452500	2017-10-21 07:00	PDT	22.3	A
USGS	11452500	2017-10-21 07:15	PDT	20.5	A
USGS	11452500	2017-10-21 07:30	PDT	21.1	A
USGS	11452500	2017-10-21 07:45	PDT	20.5	A
USGS	11452500	2017-10-21 08:00	PDT	20.5	A
USGS	11452500	2017-10-21 08:15	PDT	19.3	A
USGS	11452500	2017-10-21 08:30	PDT	19.9	A
USGS	11452500	2017-10-21 08:45	PDT	19.9	A
USGS	11452500	2017-10-21 09:00	PDT	21.1	A
USGS	11452500	2017-10-21 09:15	PDT	20.5	A
USGS	11452500	2017-10-21 09:30	PDT	19.9	A
USGS	11452500	2017-10-21 09:45	PDT	19.9	A
USGS	11452500	2017-10-21 10:00	PDT	21.1	A
USGS	11452500	2017-10-21 10:15	PDT	19.3	A
USGS	11452500	2017-10-21 10:30	PDT	19.9	A
USGS	11452500	2017-10-21 10:45	PDT	21.1	A
USGS	11452500	2017-10-21 11:00	PDT	21.1	A
USGS	11452500	2017-10-21 11:15	PDT	21.7	A
USGS	11452500	2017-10-21 11:30	PDT	22.3	A
USGS	11452500	2017-10-21 11:45	PDT	24.2	A
USGS	11452500	2017-10-21 12:00	PDT	25.6	A
USGS	11452500	2017-10-21 12:15	PDT	25.6	A
USGS	11452500	2017-10-21 12:30	PDT	21.1	A
USGS	11452500	2017-10-21 12:45	PDT	18.2	A
USGS	11452500	2017-10-21 13:00	PDT	24.9	A
USGS	11452500	2017-10-21 13:15	PDT	22.9	A
USGS	11452500	2017-10-21 13:30	PDT	22.3	A
USGS	11452500	2017-10-21 13:45	PDT	19.3	A
USGS	11452500	2017-10-21 14:00	PDT	22.9	A
USGS	11452500	2017-10-21 14:15	PDT	19.9	A
USGS	11452500	2017-10-21 14:30	PDT	22.9	A
USGS	11452500	2017-10-21 14:45	PDT	21.1	A
USGS	11452500	2017-10-21 15:00	PDT	20.5	A
USGS	11452500	2017-10-21 15:15	PDT	21.1	A
USGS	11452500	2017-10-21 15:30	PDT	21.1	A
USGS	11452500	2017-10-21 15:45	PDT	18.7	A
USGS	11452500	2017-10-21 16:00	PDT	20.5	A
USGS	11452500	2017-10-21 16:15	PDT	21.1	A
USGS	11452500	2017-10-21 16:30	PDT	19.9	A
USGS	11452500	2017-10-21 16:45	PDT	21.1	A
USGS	11452500	2017-10-21 17:00	PDT	22.9	A
USGS	11452500	2017-10-21 17:15	PDT	19.9	A
USGS	11452500	2017-10-21 17:30	PDT	19.9	A
USGS	11452500	2017-10-21 17:45	PDT	22.3	A
USGS	11452500	2017-10-21 18:00	PDT	20.5	A
USGS	11452500	2017-10-21 18:15	PDT	21.1	A
USGS	11452500	2017-10-21 18:30	PDT	24.9	A
USGS	11452500	2017-10-21 18:45	PDT	22.3	A
USGS	11452500	2017-10-21 19:00	PDT	19.9	A
USGS	11452500	2017-10-21 19:15	PDT	23.6	A
USGS	11452500	2017-10-21 19:30	PDT	25.6	A
USGS	11452500	2017-10-21 19:45	PDT	20.5	A
USGS	11452500	2017-10-21 20:00	PDT	24.9	A
USGS	11452500	2017-10-21 20:15	PDT	24.2	A
USGS	11452500	2017-10-21 20:30	PDT	19.9	A
USGS	11452500	2017-10-21 20:45	PDT	23.6	A
USGS	11452500	2017-10-21 21:00	PDT	22.9	A
USGS	11452500	2017-10-21 21:15	PDT	21.7	A
USGS	11452500	2017-10-21 21:30	PDT	22.3	A
USGS	11452500	2017-10-21 21:45	PDT	22.9	A
USGS	11452500	2017-10-21 22:00	PDT	24.9	A
USGS	11452500	2017-10-21 22:15	PDT	19.9	A
USGS	11452500	2017-10-21 22:30	PDT	24.9	A
USGS	11452500	2017-10-21 22:45	PDT	23.6	A
USGS	11452500	2017-10-21 23:00	PDT	22.9	A
USGS	11452500	2017-10-21 23:15	PDT	24.2	A
USGS	11452500	2017-10-21 23:30	PDT	23.6	A
USGS	11452500	2017-10-21 23:45	PDT	24.2	A
USGS	11452500	2017-10-22 00:00	PDT	25.6	A
USGS	11452500	2017-10-22 00:15	PDT	25.6	A
USGS	11452500	2017-10-22 00:30	PDT	24.2	A
USGS	11452500	2017-10-22 00:45	PDT	24.2	A
USGS	11452500	2017-10-22 01:00	PDT	25.6	A
USGS	11452500	2017-10-22 01:15	PDT	23.6	A
USGS	11452500	2017-10-22 01:30	PDT	24.9	A
USGS	11452500	2017-10-22 01:45	PDT	22.9	A
USGS	11452500	2017-10-22 02:00	PDT	25.6	A
USGS	11452500	2017-10-22 02:15	PDT	26.2	A
USGS	11452500	2017-10-22 02:30	PDT	24.2	A
USGS	11452500	2017-10-22 02:45	PDT	25.6	A
USGS	11452500	2017-10-22 03:00	PDT	23.6	A
USGS	11452500	2017-10-22 03:15	PDT	26.2	A
USGS	11452500	2017-10-22 03:30	PDT	24.9	A
USGS	11452500	2017-10-22 03:45	PDT	25.6	A
USGS	11452500	2017-10-22 04:00	PDT	27.6	A
USGS	11452500	2017-10-22 04:15	PDT	29.1	A
USGS	11452500	2017-10-22 04:30	PDT	23.6	A
USGS	11452500	2017-10-22 04:45	PDT	26.2	A
USGS	11452500	2017-10-22 05:00	PDT	25.6	A
USGS	11452500	2017-10-22 05:15	PDT	24.9	A
USGS	11452500	2017-10-22 05:30	PDT	26.9	A
USGS	11452500	2017-10-22 05:45	PDT	26.2	A
USGS	11452500	2017-10-22 06:00	PDT	27.6	A
USGS	11452500	2017-10-22 06:15	PDT	27.6	A
USGS	11452500	2017-10-22 06:30	PDT	26.9	A
USGS	11452500	2017-10-22 06:45	PDT	26.2	A
USGS	11452500	2017-10-22 07:00	PDT	26.9	A
USGS	11452500	2017-10-22 07:15	PDT	23.6	A
USGS	11452500	2017-10-22 07:30	PDT	25.6	A
USGS	11452500	2017-10-22 07:45	PDT	29.1	A
USGS	11452500	2017-10-22 08:00	PDT	24.2	A
USGS	11452500	2017-10-22 08:15	PDT	24.9	A
USGS	11452500	2017-10-22 08:30	PDT	25.6	A
USGS	11452500	2017-10-22 08:45	PDT	23.6	A
USGS	11452500	2017-10-22 09:00	PDT	24.2	A
USGS	11452500	2017-10-22 09:15	PDT	21.7	A
USGS	11452500	2017-10-22 09:30	PDT	25.6	A
USGS	11452500	2017-10-22 09:45	PDT	28.3	A
USGS	11452500	2017-10-22 10:00	PDT	26.2	A
USGS	11452500	2017-10-22 10:15	PDT	24.2	A
USGS	11452500	2017-10-22 10:30	PDT	23.6	A
USGS	11452500	2017-10-22 10:45	PDT	22.3	A
USGS	11452500	2017-10-22 11:00	PDT	23.6	A
USGS	11452500	2017-10-22 11:15	PDT	17.6	A
USGS	11452500	2017-10-22 11:30	PDT	22.3	A
USGS	11452500	2017-10-22 11:45	PDT	24.2	A
USGS	11452500	2017-10-22 12:00	PDT	23.6	A
USGS	11452500	2017-10-22 12:15	PDT	27.6	A
USGS	11452500	2017-10-22 12:30	PDT	26.2	A
USGS	11452500	2017-10-22 12:45	PDT	26.2	A
USGS	11452500	2017-10-22 13:00	PDT	26.9	A
USGS	11452500	2017-10-22 13:15	PDT	22.9	A
USGS	11452500	2017-10-22 13:30	PDT	24.9	A
USGS	11452500	2017-10-22 13:45	PDT	28.3	A
USGS	11452500	2017-10-22 14:00	PDT	26.2	A
USGS	11452500	2017-10-22 14:15	PDT	29.1	A
USGS	11452500	2017-10-22 14:30	PDT	26.9	A
USGS	11452500	2017-10-22 14:45	PDT	28.3	A
USGS	11452500	2017-10-22 15:00	PDT	26.9	A
USGS	11452500	2017-10-22 15:15	PDT	31.3	A
USGS	11452500	2017-10-22 15:30	PDT	23.6	A
USGS	11452500	2017-10-22 15:45	PDT	22.9	A
USGS	11452500	2017-10-22 16:00	PDT	25.6	A
USGS	11452500	2017-10-22 16:15	PDT	24.2	A
USGS	11452500	2017-10-22 16:30	PDT	28.3	A
USGS	11452500	2017-10-22 16:45	PDT	28.3	A
USGS	11452500	2017-10-22 17:00	PDT	24.9	A
USGS	11452500	2017-10-22 17:15	PDT	26.2	A
USGS	11452500	2017-10-22 17:30	PDT	25.6	A
USGS	11452500	2017-10-22 17:45	PDT	26.2	A
USGS	11452500	2017-10-22 18:00	PDT	26.2	A
USGS	11452500	2017-10-22 18:15	PDT	26.9	A
USGS	11452500	2017-10-22 18:30	PDT	23.6	A
USGS	11452500	2017-10-22 18:45	PDT	24.9	A
USGS	11452500	2017-10-22 19:00	PDT	28.3	A
USGS	11452500	2017-10-22 19:15	PDT	29.1	A
USGS	11452500	2017-10-22 19:30	PDT	28.3	A
USGS	11452500	2017-10-22 19:45	PDT	25.6	A
USGS	11452500	2017-10-22 20:00	PDT	27.6	A
USGS	11452500	2017-10-22 20:15	PDT	28.3	A
USGS	11452500	2017-10-22 20:30	PDT	26.9	A
USGS	11452500	2017-10-22 20:45	PDT	26.2	A
USGS	11452500	2017-10-22 21:00	PDT	27.6	A
USGS	11452500	2017-10-22 21:15	PDT	27.6	A
USGS	11452500	2017-10-22 21:30	PDT	23.6	A
USGS	11452500	2017-10-22 21:45	PDT	30.5	A
USGS	11452500	2017-10-22 22:00	PDT	26.9	A
USGS	11452500	2017-10-22 22:15	PDT	29.8	A
USGS	11452500	2017-10-22 22:30	PDT	29.1	A
USGS	11452500	2017-10-22 22:45	PDT	28.3	A
USGS	11452500	2017-10-22 23:00	PDT	26.2	A
USGS	11452500	2017-10-22 23:15	PDT	29.8	A
USGS	11452500	2017-10-22 23:30	PDT	25.6	A
USGS	11452500	2017-10-22 23:45	PDT	26.9	A
USGS	11452500	2017-10-23 00:00	PDT	27.6	A
USGS	11452500	2017-10-23 00:15	PDT	29.1	A
USGS	11452500	2017-10-23 00:30	PDT	29.1	A
USGS	11452500	2017-10-23 00:45	PDT	29.1	A
USGS	11452500	2017-10-23 01:00	PDT	27.6	A
USGS	11452500	2017-10-23 01:15	PDT	26.2	A
USGS	11452500	2017-10-23 01:30	PDT	28.3	A
USGS	11452500	2017-10-23 01:45	PDT	26.9	A
USGS	11452500	2017-10-23 02:00	PDT	29.1	A
USGS	11452500	2017-10-23 02:15	PDT	30.5	A
USGS	11452500	2017-10-23 02:30	PDT	29.8	A
USGS	11452500	2017-10-23 02:45	PDT	28.3	A
USGS	11452500	2017-10-23 03:00	PDT	24.9	A
USGS	11452500	2017-10-23 03:15	PDT	31.3	A
USGS	11452500	2017-10-23 03:30	PDT	28.3	A
USGS	11452500	2017-10-23 03:45	PDT	28.3	A
USGS	11452500	2017-10-23 04:00	PDT	30.5	A
USGS	11452500	2017-10-23 04:15	PDT	26.2	A
USGS	11452500	2017-10-23 04:30	PDT	26.2	A
USGS	11452500	2017-10-23 04:45	PDT	30.5	A
USGS	11452500	2017-10-23 05:00	PDT	29.1	A
USGS	11452500	2017-10-23 05:15	PDT	29.1	A
USGS	11452500	2017-10-23 05:30	PDT	28.3	A
USGS	11452500	2017-10-23 05:45	PDT	30.5	A
USGS	11452500	2017-10-23 06:00	PDT	29.8	A
USGS	11452500	2017-10-23 06:15	PDT	29.8	A
USGS	11452500	2017-10-23 06:30	PDT	29.8	A
USGS	11452500	2017-10-23 06:45	PDT	28.3	A
USGS	11452500	2017-10-23 07:00	PDT	29.1	A
USGS	11452500	2017-10-23 07:15	PDT	29.1	A
USGS	11452500	2017-10-23 07:30	PDT	31.3	A
USGS	11452500	2017-10-23 07:45	PDT	26.2	A
USGS	11452500	2017-10-23 08:00	PDT	26.2	A
USGS	11452500	2017-10-23 08:15	PDT	29.1	A
USGS	11452500	2017-10-23 08:30	PDT	29.1	A
USGS	11452500	2017-10-23 08:45	PDT	26.2	A
USGS	11452500	2017-10-23 09:00	PDT	24.9	A
USGS	11452500	2017-10-23 09:15	PDT	26.2	A
USGS	11452500	2017-10-23 09:30	PDT	29.8	A
USGS	11452500	2017-10-23 09:45	PDT	27.6	A
USGS	11452500	2017-10-23 10:00	PDT	26.9	A
USGS	11452500	2017-10-23 10:15	PDT	26.2	A
USGS	11452500	2017-10-23 10:30	PDT	27.6	A
USGS	11452500	2017-10-23 10:45	PDT	27.6	A
USGS	11452500	2017-10-23 11:00	PDT	26.9	A
USGS	11452500	2017-10-23 11:15	PDT	26.9	A
USGS	11452500	2017-10-23 11:30	PDT	22.3	A
USGS	11452500	2017-10-23 11:45	PDT	24.2	A
USGS	11452500	2017-10-23 12:00	PDT	26.9	A
USGS	11452500	2017-10-23 12:15	PDT	26.9	A
USGS	11452500	2017-10-23 12:30	PDT	31.3	A
USGS	11452500	2017-10-23 12:45	PDT	23.6	A
USGS	11452500	2017-10-23 13:00	PDT	22.9	A
USGS	11452500	2017-10-23 13:15	PDT	24.2	A
USGS	11452500	2017-10-23 13:30	PDT	21.7	A
USGS	11452500	2017-10-23 13:45	PDT	32.0	A
USGS	11452500	2017-10-23 14:00	PDT	22.3	A
USGS	11452500	2017-10-23 14:15	PDT	26.2	A
USGS	11452500	2017-10-23 14:30	PDT	24.9	A
USGS	11452500	2017-10-23 14:45	PDT	21.7	A
USGS	11452500	2017-10-23 15:00	PDT	19.9	A
USGS	11452500	2017-10-23 15:15	PDT	19.3	A
USGS	11452500	2017-10-23 15:30	PDT	19.9	A
USGS	11452500	2017-10-23 15:45	PDT	21.1	A
USGS	11452500	2017-10-23 16:00	PDT	20.5	A
USGS	11452500	2017-10-23 16:15	PDT	20.5	A
USGS	11452500	2017-10-23 16:30	PDT	19.3	A
USGS	11452500	2017-10-23 16:45	PDT	21.7	A
USGS	11452500	2017-10-23 17:00	PDT	19.9	A
USGS	11452500	2017-10-23 17:15	PDT	21.7	A
USGS	11452500	2017-10-23 17:30	PDT	19.9	A
USGS	11452500	2017-10-23 17:45	PDT	19.9	A
USGS	11452500	2017-10-23 18:00	PDT	20.5	A
USGS	11452500	2017-10-23 18:15	PDT	19.3	A
USGS	11452500	2017-10-23 18:30	PDT	20.5	A
USGS	11452500	2017-10-23 18:45	PDT	20.5	A
USGS	11452500	2017-10-23 19:00	PDT	20.5	A
USGS	11452500	2017-10-23 19:15	PDT	21.7	A
USGS	11452500	2017-10-23 19:30	PDT	18.7	A
USGS	11452500	2017-10-23 19:45	PDT	22.9	A
USGS	11452500	2017-10-23 20:00	PDT	22.3	A
USGS	11452500	2017-10-23 20:15	PDT	21.1	A
USGS	11452500	2017-10-23 20:30	PDT	22.9	A
USGS	11452500	2017-10-23 20:45	PDT	22.9	A
USGS	11452500	2017-10-23 21:00	PDT	22.3	A
USGS	11452500	2017-10-23 21:15	PDT	23.6	A
USGS	11452500	2017-10-23 21:30	PDT	24.9	A
USGS	11452500	2017-10-23 21:45	PDT	23.6	A
USGS	11452500	2017-10-23 22:00	PDT	24.9	A
USGS	11452500	2017-10-23 22:15	PDT	23.6	A
USGS	11452500	2017-10-23 22:30	PDT	26.9	A
USGS	11452500	2017-10-23 22:45	PDT	25.6	A
USGS	11452500	2017-10-23 23:00	PDT	24.9	A
USGS	11452500	2017-10-23 23:15	PDT	22.3	A
USGS	11452500	2017-10-23 23:30	PDT	26.2	A
USGS	11452500	2017-10-23 23:45	PDT	24.9	A
USGS	11452500	2017-10-24 00:00	PDT	20.5	A
USGS	11452500	2017-10-24 00:15	PDT	27.6	A
USGS	11452500	2017-10-24 00:30	PDT	22.9	A
USGS	11452500	2017-10-24 00:45	PDT	24.9	A
USGS	11452500	2017-10-24 01:00	PDT	25.6	A
USGS	11452500	2017-10-24 01:15	PDT	23.6	A
USGS	11452500	2017-10-24 01:30	PDT	26.2	A
USGS	11452500	2017-10-24 01:45	PDT	27.6	A
USGS	11452500	2017-10-24 02:00	PDT	26.9	A
USGS	11452500	2017-10-24 02:15	PDT	26.2	A
USGS	11452500	2017-10-24 02:30	PDT	29.1	A
USGS	11452500	2017-10-24 02:45	PDT	26.9	A
USGS	11452500	2017-10-24 03:00	PDT	28.3	A
USGS	11452500	2017-10-24 03:15	PDT	28.3	A
USGS	11452500	2017-10-24 03:30	PDT	27.6	A
USGS	11452500	2017-10-24 03:45	PDT	26.9	A
USGS	11452500	2017-10-24 04:00	PDT	32.0	A
USGS	11452500	2017-10-24 04:15	PDT	24.9	A
USGS	11452500	2017-10-24 04:30	PDT	29.8	A
USGS	11452500	2017-10-24 04:45	PDT	26.2	A
USGS	11452500	2017-10-24 05:00	PDT	30.5	A
USGS	11452500	2017-10-24 05:15	PDT	25.6	A
USGS	11452500	2017-10-24 05:30	PDT	27.6	A
USGS	11452500	2017-10-24 05:45	PDT	25.6	A
USGS	11452500	2017-10-24 06:00	PDT	26.2	A
USGS	11452500	2017-10-24 06:15	PDT	26.2	A
USGS	11452500	2017-10-24 06:30	PDT	26.9	A
USGS	11452500	2017-10-24 06:45	PDT	26.2	A
USGS	11452500	2017-10-24 07:00	PDT	26.2	A
USGS	11452500	2017-10-24 07:15	PDT	27.6	A
USGS	11452500	2017-10-24 07:30	PDT	26.2	A
USGS	11452500	2017-10-24 07:45	PDT	22.3	A
USGS	11452500	2017-10-24 08:00	PDT	26.2	A
USGS	11452500	2017-10-24 08:15	PDT	29.1	A
USGS	11452500	2017-10-24 08:30	PDT	26.9	A
USGS	11452500	2017-10-24 08:45	PDT	23.6	A
USGS	11452500	2017-10-24 09:00	PDT	25.6	A
USGS	11452500	2017-10-24 09:15	PDT	23.6	A
USGS	11452500	2017-10-24 09:30	PDT	23.6	A
USGS	11452500	2017-10-24 09:45	PDT	23.6	A
USGS	11452500	2017-10-24 10:00	PDT	23.6	A
USGS	11452500	2017-10-24 10:15	PDT	26.2	A
USGS	11452500	2017-10-24 10:30	PDT	25.6	A
USGS	11452500	2017-10-24 10:45	PDT	23.6	A
USGS	11452500	2017-10-24 11:00	PDT	19.9	A
USGS	11452500	2017-10-24 11:15	PDT	24.2	A
USGS	11452500	2017-10-24 11:30	PDT	22.3	A
USGS	11452500	2017-10-24 11:45	PDT	23.6	A
USGS	11452500	2017-10-24 12:00	PDT	22.3	A
USGS	11452500	2017-10-24 12:15	PDT	23.6	A
USGS	11452500	2017-10-24 12:30	PDT	19.3	A
USGS	11452500	2017-10-24 12:45	PDT	23.6	A
USGS	11452500	2017-10-24 13:00	PDT	20.5	A
USGS	11452500	2017-10-24 13:15	PDT	19.3	A
USGS	11452500	2017-10-24 13:30	PDT	17.6	A
USGS	11452500	2017-10-24 13:45	PDT	18.7	A
USGS	11452500	2017-10-24 14:00	PDT	18.7	A
USGS	11452500	2017-10-24 14:15	PDT	19.3	A
USGS	11452500	2017-10-24 14:30	PDT	18.2	A
USGS	11452500	2017-10-24 14:45	PDT	19.3	A
USGS	11452500	2017-10-24 15:00	PDT	18.7	A
USGS	11452500	2017-10-24 15:15	PDT	18.2	A
USGS	11452500	2017-10-24 15:30	PDT	17.6	A
USGS	11452500	2017-10-24 15:45	PDT	17.1	A
USGS	11452500	2017-10-24 16:00	PDT	17.6	A
USGS	11452500	2017-10-24 16:15	PDT	16.5	A
USGS	11452500	2017-10-24 16:30	PDT	16.0	A
USGS	11452500	2017-10-24 16:45	PDT	16.5	A
USGS	11452500	2017-10-24 17:00	PDT	15.5	A
USGS	11452500	2017-10-24 17:15	PDT	16.5	A
USGS	11452500	2017-10-24 17:30	PDT	17.1	A
USGS	11452500	2017-10-24 17:45	PDT	17.1	A
USGS	11452500	2017-10-24 18:00	PDT	17.1	A
USGS	11452500	2017-10-24 18:15	PDT	15.5	A
USGS	11452500	2017-10-24 18:30	PDT	19.3	A
USGS	11452500	2017-10-24 18:45	PDT	17.1	A
USGS	11452500	2017-10-24 19:00	PDT	18.7	A
USGS	11452500	2017-10-24 19:15	PDT	18.7	A
USGS	11452500	2017-10-24 19:30	PDT	20.5	A
USGS	11452500	2017-10-24 19:45	PDT	20.5	A
USGS	11452500	2017-10-24 20:00	PDT	20.5	A
USGS	11452500	2017-10-24 20:15	PDT	22.3	A
USGS	11452500	2017-10-24 20:30	PDT	22.3	A
USGS	11452500	2017-10-24 20:45	PDT	19.3	A
USGS	11452500	2017-10-24 21:00	PDT	18.7	A
USGS	11452500	2017-10-24 21:15	PDT	19.9	A
USGS	11452500	2017-10-24 21:30	PDT	20.5	A
USGS	11452500	2017-10-24 21:45	PDT	19.3	A
USGS	11452500	2017-10-24 22:00	PDT	19.3	A
USGS	11452500	2017-10-24 22:15	PDT	22.3	A
USGS	11452500	2017-10-24 22:30	PDT	20.5	A
USGS	11452500	2017-10-24 22:45	PDT	19.3	A
USGS	11452500	2017-10-24 23:00	PDT	19.9	A
USGS	11452500	2017-10-24 23:15	PDT	19.9	A
USGS	11452500	2017-10-24 23:30	PDT	19.9	A
USGS	11452500	2017-10-24 23:45	PDT	19.9	A
USGS	11452500	2017-10-25 00:00	PDT	20.5	A
USGS	11452500	2017-10-25 00:15	PDT	20.5	A
USGS	11452500	2017-10-25 00:30	PDT	19.9	A
USGS	11452500	2017-10-25 00:45	PDT	18.7	A
USGS	11452500	2017-10-25 01:00	PDT	19.9	A
USGS	11452500	2017-10-25 01:15	PDT	19.9	A
USGS	11452500	2017-10-25 01:30	PDT	18.7	A
USGS	11452500	2017-10-25 01:45	PDT	28.3	A
USGS	11452500	2017-10-25 02:00	PDT	20.5	A
USGS	11452500	2017-10-25 02:15	PDT	19.3	A
USGS	11452500	2017-10-25 02:30	PDT	19.9	A
USGS	11452500	2017-10-25 02:45	PDT	21.7	A
USGS	11452500	2017-10-25 03:00	PDT	24.2	A
USGS	11452500	2017-10-25 03:15	PDT	20.5	A
USGS	11452500	2017-10-25 03:30	PDT	22.9	A
USGS	11452500	2017-10-25 03:45	PDT	21.7	A
USGS	11452500	2017-10-25 04:00	PDT	24.2	A
USGS	11452500	2017-10-25 04:15	PDT	23.6	A
USGS	11452500	2017-10-25 04:30	PDT	22.3	A
USGS	11452500	2017-10-25 04:45	PDT	22.9	A
USGS	11452500	2017-10-25 05:00	PDT	24.2	A
USGS	11452500	2017-10-25 05:15	PDT	23.6	A
USGS	11452500	2017-10-25 05:30	PDT	24.2	A
USGS	11452500	2017-10-25 05:45	PDT	21.7	A
USGS	11452500	2017-10-25 06:00	PDT	22.9	A
USGS	11452500	2017-10-25 06:15	PDT	26.9	A
USGS	11452500	2017-10-25 06:30	PDT	22.9	A
USGS	11452500	2017-10-25 06:45	PDT	24.9	A
USGS	11452500	2017-10-25 07:00	PDT	22.9	A
USGS	11452500	2017-10-25 07:15	PDT	23.6	A
USGS	11452500	2017-10-25 07:30	PDT	22.3	A
USGS	11452500	2017-10-25 07:45	PDT	21.1	A
USGS	11452500	2017-10-25 08:00	PDT	22.3	A
USGS	11452500	2017-10-25 08:15	PDT	20.5	A
USGS	11452500	2017-10-25 08:30	PDT	21.1	A
USGS	11452500	2017-10-25 08:45	PDT	21.7	A
USGS	11452500	2017-10-25 09:00	PDT	24.9	A
USGS	11452500	2017-10-25 09:15	PDT	24.2	A
USGS	11452500	2017-10-25 09:30	PDT	29.8	A
USGS	11452500	2017-10-25 09:45	PDT	27.6	A
USGS	11452500	2017-10-25 10:00	PDT	32.8	A
USGS	11452500	2017-10-25 10:15	PDT	24.9	A
USGS	11452500	2017-10-25 10:30	PDT	26.9	A
USGS	11452500	2017-10-25 10:45	PDT	26.9	A
USGS	11452500	2017-10-25 11:00	PDT	23.6	A
USGS	11452500	2017-10-25 11:15	PDT	22.9	A
USGS	11452500	2017-10-25 11:30	PDT	22.9	A
USGS	11452500	2017-10-25 11:45	PDT	26.9	A
USGS	11452500	2017-10-25 12:00	PDT	23.6	A
USGS	11452500	2017-10-25 12:15	PDT	25.6	A
USGS	11452500	2017-10-25 12:30	PDT	22.9	A
USGS	11452500	2017-10-25 12:45	PDT	23.6	A
USGS	11452500	2017-10-25 13:00	PDT	21.7	A
